time,amount,internalization,outsourcing,if the sitting date time after 2006,year,if the buyer is a bank,export,export to OECD,if the buyer is a chinese organization,classification of the buyer,if the seller is a wholly foreign-owned company,if the seller is a wholly chinese company, if the buyer is a joint venture,classification of the seller,if the seller belongs to IT industry,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,if the project is a R&D mission, if the project is a technical consultation,it the project is an IP exchange,classification of the contract,Turnover,money,installment,paystyle,payment method
1095d,,1,0,0,2005,,0,0,0,5,0,0,1,3,1,0,1,0,3,1,0,0,2,13000000,13000000,1,1,Installment payment
730d,,0,1,0,2005,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,12585600,12585600,1,3,commission payment
365d,,1,0,0,2004,,1,1,0,3,1,0,0,2,1,0,1,0,3,0,1,0,1,11758328,11758328,1,1,Installment payment
335d,,1,0,0,2004,,1,1,0,5,0,0,1,3,1,1,0,0,2,1,0,0,2,11562410,11562410,1,1,Installment payment
364d,,1,0,0,2005,,1,1,0,3,0,0,1,3,1,0,1,0,3,1,0,0,2,11562270,7304000,1,1,Installment payment
548d,,1,0,1,2006,,1,1,0,5,0,0,1,3,1,0,1,0,3,1,0,0,2,10967400,10967400,1,1,Installment payment
304d,,1,0,0,2004,,1,1,0,3,0,0,1,3,1,0,1,0,3,1,0,0,2,10719931,10719931,1,1,Installment payment
3651d,,0,1,0,2002,,0,0,1,4,0,1,0,5,1,1,0,0,2,0,0,1,3,9800000,9800000,1,1,Installment payment
304d,,1,0,0,2004,,1,1,0,5,0,0,1,3,1,0,1,0,3,1,0,0,2,9797176,9797176,1,1,Installment payment
699d,,1,0,1,2006,,1,1,0,3,1,0,0,2,1,0,0,1,1,1,0,0,2,9460476,9460476,1,1,Installment payment
1044d,,1,0,1,2006,,1,1,0,3,1,0,0,2,1,0,0,1,1,1,0,0,2,9300742,9300742,1,1,Installment payment
729d,,1,0,1,2006,,1,0,0,3,1,0,0,2,1,0,0,1,1,1,0,0,2,9197768,9197768,1,1,Installment payment
1095d,,1,0,1,2006,,1,0,0,3,1,0,0,2,1,0,0,1,1,1,0,0,2,9073677,9073677,1,1,Installment payment
747d,,1,0,1,2006,,1,1,0,3,1,0,0,2,1,0,0,1,1,1,0,0,2,9037348,9037348,1,1,Installment payment
3651d,,0,1,0,2002,,0,0,0,5,0,1,0,5,1,0,1,0,3,0,0,1,3,8730000,8730000,1,1,Installment payment
575d,,1,0,1,2006,,1,1,0,3,1,0,0,2,1,0,0,1,1,1,0,0,2,8499463,8499463,0,2,One time payment
303d,,1,0,0,2005,,1,1,0,5,0,0,1,3,1,0,1,0,3,1,0,0,2,8199998,8199998,1,1,Installment payment
1143d,,1,0,1,2006,,1,0,0,3,1,0,0,2,1,0,0,1,1,1,0,0,2,8168588,8168588,1,1,Installment payment
1461d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,8000000,8000000,1,1,Installment payment
364d,,1,0,1,2006,,1,1,0,3,1,0,0,2,1,0,1,0,3,1,0,0,2,8000000,8000000,1,1,Installment payment
303d,,1,0,0,2005,,1,1,0,5,0,0,1,3,1,0,1,0,3,1,0,0,2,7947456,7947456,1,1,Installment payment
699d,,1,0,0,2004,,1,1,0,3,1,0,0,2,0,1,0,0,2,1,0,0,2,7154600,7154600,1,1,Installment payment
364d,,1,0,0,2005,,1,1,0,3,1,0,0,2,1,0,1,0,3,1,0,0,2,7055000,7055000,1,1,Installment payment
542d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,6380000,6380000,1,1,Installment payment
315d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,6380000,6380000,1,1,Installment payment
3651d,,0,1,0,2002,,0,0,0,5,0,1,0,5,1,1,0,0,2,0,0,1,3,6280500,6280500,1,1,Installment payment
731d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,5800000,5800000,1,3,commission payment
3287d,,1,0,0,2001,,0,0,1,4,0,0,1,3,0,0,1,0,3,0,0,1,3,5536383,5536383,1,3,commission payment
365d,,1,0,0,2004,,1,1,0,3,1,0,0,2,1,0,1,0,3,1,0,0,2,5533336,5533336,1,1,Installment payment
729d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,5500000,5500000,1,3,commission payment
364d,,1,0,0,2002,,1,0,0,3,0,0,1,3,1,0,1,0,3,1,0,0,2,5417775,5417775,1,1,Installment payment
587d,,1,0,1,2006,,1,1,0,3,1,0,0,2,1,0,0,1,1,1,0,0,2,5311959,5311959,1,1,Installment payment
3651d,,0,1,0,2002,,0,0,0,5,0,1,0,5,1,1,0,0,2,0,0,1,3,4870000,4870000,1,1,Installment payment
364d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,4750000,4750000,1,3,commission payment
365d,,1,0,0,2001,,1,0,0,5,0,0,1,3,1,0,1,0,3,1,0,0,2,4718517,4718517,1,1,Installment payment
211d,,1,0,0,2003,,1,1,0,3,0,0,1,3,1,0,1,0,3,1,0,0,2,4700498,4700498,1,1,Installment payment
730d,,1,0,1,2006,,1,0,0,3,1,0,0,2,1,0,0,1,1,1,0,0,2,4692771,4692771,1,1,Installment payment
365d,,1,0,0,2002,,0,0,0,1,0,0,1,3,1,0,1,0,3,1,0,0,2,4552130,4552130,0,2,One time payment
3653d,,0,1,0,2002,,0,0,1,4,0,0,0,2,0,0,1,0,3,0,0,1,3,4500000,4500000,1,1,Installment payment
365d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,4500000,4500000,1,3,commission payment
274d,,1,0,0,2002,,1,0,0,3,0,0,1,1,1,0,1,0,3,1,0,0,2,4266016,4266016,1,1,Installment payment
730d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,4200000,4200000,1,1,Installment payment
1461d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,4000000,4000000,1,1,Installment payment
1461d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,4000000,4000000,1,1,Installment payment
1461d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,4000000,4000000,1,1,Installment payment
730d,,0,1,0,2005,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,4000000,4000000,1,3,commission payment
1096d,,0,1,0,2005,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,4000000,4000000,1,3,commission payment
730d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,3980000,3980000,1,1,Installment payment
396d,,0,1,0,2002,,0,0,0,5,0,0,1,1,1,0,1,0,3,1,0,0,2,3900000,3900000,1,1,Installment payment
418d,,0,1,0,2002,,0,0,0,5,0,0,1,1,1,0,1,0,3,1,0,0,2,3818881,3620881,0,2,One time payment
365d,,1,0,0,2003,,0,0,1,4,0,0,1,3,1,0,1,0,3,0,0,1,3,3612708,3612708,1,3,commission payment
148d,,1,0,0,2005,,1,1,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,3550000,3550000,0,2,One time payment
2557d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,3500000,3500000,1,1,Installment payment
2921d,,0,1,0,2004,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,3500000,3500000,1,1,Installment payment
549d,,1,0,1,2006,,1,1,1,3,1,0,0,2,1,0,1,0,3,1,0,0,2,3360000,3360000,1,1,Installment payment
682d,,0,1,0,2002,,0,0,0,5,0,0,1,1,1,0,1,0,3,1,0,0,2,3311940,3311940,1,1,Installment payment
730d,,0,1,0,2005,,0,0,1,4,1,0,0,2,1,0,1,0,3,0,0,1,3,3250000,3250000,1,3,commission payment
172d,,1,0,0,2001,,0,0,0,3,0,0,1,3,0,0,1,0,3,1,0,0,2,3168320,3168320,1,1,Installment payment
1096d,,0,1,0,2005,,0,0,1,4,1,0,0,2,1,0,1,0,3,0,0,1,3,3150000,3150000,1,3,commission payment
365d,,1,0,0,2002,,0,0,0,1,0,0,1,3,1,1,0,0,2,1,0,0,2,3103725,3103725,0,2,One time payment
732d,,0,1,1,2006,,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,3072000,3072000,1,1,Installment payment
365d,,0,1,0,2001,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,3004000,3004000,1,1,Installment payment
1096d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,0,1,1,0,0,1,3,3000000,3000000,1,1,Installment payment
729d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,3000000,3000000,1,1,Installment payment
730d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,3000000,3000000,1,3,commission payment
91d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,2926699,2926699,1,1,Installment payment
1825d,,0,1,1,2006,,0,0,1,4,0,1,0,5,0,0,1,0,3,1,0,0,2,2900000,2900000,1,1,Installment payment
365d,,0,1,0,2001,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2880000,2880000,1,1,Installment payment
729d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,2880000,2880000,1,3,commission payment
233d,,1,0,0,2005,,1,1,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2840860,2840860,0,2,One time payment
16070d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,1,0,0,2,0,0,1,3,2835000,2835000,1,3,commission payment
730d,,1,0,0,2005,,0,0,0,1,0,1,0,5,1,0,1,0,3,0,0,1,3,2802199,2802199,1,3,commission payment
324d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2800000,2800000,1,1,Installment payment
244d,,1,0,1,2006,,1,1,0,3,0,0,1,3,1,0,1,0,3,1,0,0,2,2795586,2795586,1,1,Installment payment
2556d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2780000,2780000,1,1,Installment payment
91d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,2717649,2717649,1,1,Installment payment
365d,,0,1,0,2001,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2688000,2688000,1,1,Installment payment
89d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,2685554,2685554,1,1,Installment payment
90d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,2659531,2659531,1,1,Installment payment
91d,,0,1,0,2005,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,2602281,2602281,1,1,Installment payment
365d,,0,1,0,2001,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2600000,2600000,1,1,Installment payment
324d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2600000,2600000,1,1,Installment payment
730d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,2600000,2600000,1,3,commission payment
779d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2580000,2580000,1,1,Installment payment
508d,,0,1,0,2002,,0,0,0,5,0,0,1,3,1,0,1,0,3,1,0,0,2,2567500,2567500,1,1,Installment payment
91d,,0,1,0,2005,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,2515145,2515145,1,1,Installment payment
324d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2500000,2500000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2500000,2500000,1,1,Installment payment
1826d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,2500000,2500000,1,3,commission payment
908d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,2500000,2500000,1,3,commission payment
2922d,,0,1,0,2004,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2500000,2500000,1,1,Installment payment
365d,,1,0,0,2001,,0,0,0,1,0,0,1,3,1,0,1,0,3,1,0,0,2,2483160,2483160,0,2,One time payment
304d,,1,0,0,2004,,1,1,0,3,0,0,1,3,1,0,1,0,3,1,0,0,2,2430734,2430734,1,1,Installment payment
196d,,1,0,0,2003,,1,0,0,5,0,0,1,1,1,1,0,0,2,1,0,0,2,2409696,2409696,0,2,One time payment
90d,,0,1,0,2005,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,2386607,2386607,1,1,Installment payment
2921d,,0,1,0,2004,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2380000,2380000,1,1,Installment payment
2922d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2300000,2300000,1,1,Installment payment
908d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,2300000,2300000,1,3,commission payment
548d,,1,0,0,2004,,1,1,0,3,1,0,0,2,0,1,0,0,2,1,0,0,2,2257600,2257600,1,1,Installment payment
1826d,,0,1,0,2004,,0,0,1,4,1,0,0,2,0,0,1,0,3,0,0,1,3,2250000,2250000,1,1,Installment payment
2191d,,0,1,0,2002,,0,0,1,4,0,0,0,2,0,0,1,0,3,0,0,1,3,2200000,2200000,1,1,Installment payment
3653d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2200000,2200000,1,1,Installment payment
654d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2200000,2200000,1,1,Installment payment
136d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,1,0,0,2,1,0,0,2,2160000,2160000,1,1,Installment payment
183d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,2148184,2148184,1,1,Installment payment
248d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2118969,2118969,1,1,Installment payment
2556d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2100000,2100000,1,1,Installment payment
2556d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2100000,2100000,1,1,Installment payment
366d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,0,1,1,0,0,1,3,2080000,2080000,1,1,Installment payment
578d,,0,1,0,2002,,0,0,0,1,0,0,1,3,1,1,0,0,2,0,0,1,3,2069300,2069300,1,1,Installment payment
136d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,1,0,0,2,1,0,0,2,2060000,2060000,1,1,Installment payment
365d,,0,1,0,2001,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2000000,2000000,1,1,Installment payment
402d,,0,1,0,2002,,0,0,0,5,0,0,1,1,1,0,1,0,3,1,0,0,2,2000000,2000000,1,1,Installment payment
1757d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2000000,2000000,1,1,Installment payment
1461d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2000000,2000000,1,1,Installment payment
3653d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2000000,2000000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2000000,2000000,1,1,Installment payment
729d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,2000000,2000000,1,3,commission payment
2922d,,0,1,0,2004,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,2000000,2000000,1,1,Installment payment
2921d,,0,1,0,2004,,0,0,1,4,0,0,1,4,1,0,1,0,3,1,0,0,2,2000000,2000000,1,1,Installment payment
1126d,,1,0,0,2004,,0,0,0,3,0,1,0,5,1,1,0,0,2,0,0,1,3,1974386,1974386,1,3,commission payment
632d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,1971728,1971728,1,1,Installment payment
359d,,0,1,0,2002,,0,0,0,5,0,0,1,1,1,0,1,0,3,1,0,0,2,1968750,1968750,1,1,Installment payment
136d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,1,0,0,2,1,0,0,2,1920000,1920000,1,1,Installment payment
364d,,1,0,0,2001,,0,0,0,3,0,1,0,5,1,0,1,0,3,0,0,1,3,1904296,1904296,1,3,commission payment
2556d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1900000,1900000,1,1,Installment payment
2922d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1900000,1900000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1900000,1900000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1900000,1900000,1,1,Installment payment
692d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,1900000,1900000,1,1,Installment payment
572d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,1900000,1900000,1,1,Installment payment
366d,,0,1,0,2004,,0,0,0,5,0,0,1,3,1,1,0,0,2,0,0,1,3,1861798,1861798,1,3,commission payment
112d,,0,1,0,2002,,0,0,0,5,0,1,0,5,0,0,1,0,3,0,1,0,1,1856960,1856960,1,1,Installment payment
2555d,,1,0,0,2001,,1,1,0,5,1,0,0,2,0,0,1,0,3,0,0,1,3,1820000,1820000,1,1,Installment payment
122d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1817200,1817200,1,1,Installment payment
365d,,0,1,0,2001,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1800000,1800000,1,1,Installment payment
365d,,0,1,0,2001,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1800000,1800000,1,1,Installment payment
2191d,,0,1,0,2002,,0,0,1,4,0,0,0,2,0,0,1,0,3,0,0,1,3,1800000,1800000,1,1,Installment payment
2922d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1800000,1800000,1,1,Installment payment
2922d,,0,1,0,2004,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1800000,1800000,1,1,Installment payment
1095d,,0,1,0,2005,,0,0,1,4,1,0,0,2,0,1,0,0,2,0,0,1,3,1800000,1800000,1,1,Installment payment
364d,,0,1,0,2002,,0,0,0,3,1,0,0,2,1,1,0,0,2,1,0,0,2,1780000,1780000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1750000,1750000,1,1,Installment payment
406d,,0,1,0,2004,,0,0,0,3,0,0,1,1,1,0,1,0,3,1,0,0,2,1750000,1750000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1740000,1740000,1,1,Installment payment
365d,,0,1,0,2001,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1728000,1728000,1,1,Installment payment
365d,,0,1,0,2001,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1700000,1700000,1,1,Installment payment
364d,,0,1,0,2002,,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1700000,1700000,1,1,Installment payment
486d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1700000,1700000,1,1,Installment payment
365d,,0,1,0,2003,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1682100,1682100,0,2,One time payment
296d,,1,0,0,2005,,1,1,0,5,0,0,1,3,1,0,1,0,3,1,0,0,2,1646554,1646554,1,1,Installment payment
364d,,1,0,0,2002,,0,0,0,1,0,1,0,5,1,1,0,0,2,0,0,1,3,1620570,1620570,1,3,commission payment
183d,,0,1,0,2005,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,1620202,1620202,1,1,Installment payment
394d,,1,0,1,2006,,1,1,0,3,1,0,0,2,1,0,1,0,3,1,0,0,2,1604980,1604980,1,1,Installment payment
2921d,,0,1,0,2004,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1600000,1600000,1,1,Installment payment
2921d,,0,1,0,2004,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1600000,1600000,1,1,Installment payment
365d,,0,1,0,2001,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1500000,1500000,1,1,Installment payment
365d,,0,1,0,2001,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1500000,1500000,1,1,Installment payment
364d,,0,1,0,2002,,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1500000,1500000,1,1,Installment payment
3653d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1500000,1500000,1,1,Installment payment
3653d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1500000,1500000,1,1,Installment payment
2192d,,0,1,0,2003,,0,0,1,4,0,0,0,2,0,0,1,0,3,1,0,0,2,1500000,1500000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1500000,1500000,1,1,Installment payment
229d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,1500000,1500000,1,1,Installment payment
304d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,0,1,1,1,0,0,2,1500000,1500000,1,1,Installment payment
730d,,1,0,0,2004,,1,1,0,3,0,0,1,1,1,0,1,0,3,1,0,0,2,1500000,1500000,0,2,One time payment
364d,,0,1,0,2002,,0,0,1,4,0,0,1,1,1,0,1,0,3,1,0,0,2,1488526,1488526,1,1,Installment payment
1096d,,0,1,0,2004,,0,0,1,4,0,0,1,3,1,1,0,0,2,0,0,1,3,1450009,1450009,1,3,commission payment
211d,,1,0,0,2002,,0,0,0,5,0,0,1,3,0,0,1,0,3,1,0,0,2,1431150,1431150,1,1,Installment payment
365d,,0,1,0,2001,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1420000,1420000,1,1,Installment payment
730d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,1,0,0,2,0,0,1,3,1412100,1412100,1,3,commission payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1400000,1400000,1,1,Installment payment
127d,,1,0,0,2004,,1,1,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1400000,1400000,0,2,One time payment
330d,,1,0,0,2004,,1,1,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1400000,1400000,0,2,One time payment
136d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,1,0,0,2,1,0,0,2,1390000,1390000,1,1,Installment payment
393d,,0,1,0,2001,,0,0,1,4,0,1,0,5,1,0,1,0,3,1,0,0,2,1367294,1367294,1,3,commission payment
2922d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1360000,1360000,1,1,Installment payment
1826d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1350000,1350000,1,1,Installment payment
226d,,1,0,0,2005,,1,1,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1346635,1346635,0,2,One time payment
609d,,0,1,0,2002,,0,0,1,4,0,0,1,3,1,0,1,0,3,0,0,1,3,1345096,1345096,1,1,Installment payment
1236d,,0,1,0,2003,,0,0,0,5,0,0,1,4,1,0,1,0,3,1,0,0,2,1328300,1328300,1,1,Installment payment
239d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,0,1,0,3,1,0,0,2,1320000,1320000,1,1,Installment payment
10400d,,0,1,0,2002,,0,0,1,4,0,0,0,2,0,0,1,0,3,0,0,1,3,1300000,1300000,1,1,Installment payment
392d,,0,1,0,2002,,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1300000,1300000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1300000,1300000,1,1,Installment payment
2063d,,1,0,0,2005,,0,0,1,4,1,0,0,2,0,0,1,0,3,1,0,0,2,1300000,1300000,1,1,Installment payment
2032d,,1,0,0,2005,,0,0,1,4,1,0,0,2,0,0,1,0,3,1,0,0,2,1300000,1300000,1,1,Installment payment
385d,,1,0,0,2001,,0,0,1,4,0,1,0,5,1,0,1,0,3,1,0,0,2,1294700,1294700,1,3,commission payment
183d,,0,1,0,2002,,0,0,1,4,0,0,1,3,1,0,1,0,3,1,0,0,2,1278766,1278766,1,1,Installment payment
122d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1224000,1224000,1,1,Installment payment
254d,,1,0,0,2004,,1,1,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1220000,1220000,0,2,One time payment
729d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,1,0,0,2,0,0,1,3,1207500,1207500,1,3,commission payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1200000,1200000,1,1,Installment payment
1996d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,0,1,1,0,0,1,3,1200000,1200000,1,1,Installment payment
1106d,,0,1,0,2005,,0,0,1,4,0,0,0,2,0,0,1,0,3,0,0,1,3,1200000,1200000,1,1,Installment payment
1827d,,0,1,0,2004,,0,0,1,4,1,0,0,2,0,0,1,0,3,0,0,1,3,1200000,1200000,1,1,Installment payment
1095d,,0,1,0,2005,,0,0,1,4,1,0,0,2,0,1,0,0,2,0,0,1,3,1200000,1200000,1,1,Installment payment
2135d,,0,1,1,2006,,0,0,1,4,1,0,0,2,0,0,1,0,3,0,0,1,3,1200000,1200000,1,1,Installment payment
365d,,0,1,0,2002,,0,0,0,5,0,1,0,5,0,0,1,0,3,0,1,0,1,1168890,1168890,1,1,Installment payment
426d,,1,0,1,2006,,1,0,0,3,1,0,0,2,1,0,0,1,1,1,0,0,2,1157792,1157792,1,1,Installment payment
304d,,1,0,0,2004,,1,1,0,3,0,0,1,3,1,0,1,0,3,1,0,0,2,1149242,1149242,1,1,Installment payment
366d,,1,0,0,2004,,0,0,0,5,0,0,1,3,1,1,0,0,2,0,0,1,3,1139587,1139587,1,3,commission payment
161d,,1,0,0,2003,,1,1,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1130000,1130000,1,1,Installment payment
304d,,1,0,0,2004,,1,1,0,3,0,0,1,3,1,0,1,0,3,1,0,0,2,1129445,1129445,1,1,Installment payment
364d,,0,1,0,2002,,0,0,1,4,0,0,1,1,1,0,1,0,3,1,0,0,2,1128000,1128000,0,2,One time payment
1096d,,0,1,1,2006,,0,0,0,1,0,0,1,3,1,0,1,0,3,1,0,0,2,1120000,1120000,0,2,One time payment
365d,,0,1,0,2002,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,1100000,1100000,1,1,Installment payment
2922d,,0,1,0,2004,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1100000,1100000,1,1,Installment payment
